"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"umls:C1328504","umls:C1328504","Hormone refractory prostate cancer","3/41","81/17381",0.000914847355706009,0.00481728577750866,0.00194036752584935,"3569/1956/3576",3
"umls:C1840264","umls:C1840264","IMMUNE SUPPRESSION","3/41","81/17381",0.000914847355706009,0.00481728577750866,0.00194036752584935,"3552/3569/29126",3
"umls:C0162871","umls:C0162871","Aortic Aneurysm, Abdominal","4/41","186/17381",0.000943718978425251,0.00492520792290575,0.00198383777775473,"3552/1958/3569/3576",4
"umls:C0403447","umls:C0403447","Chronic Kidney Insufficiency","4/41","186/17381",0.000943718978425251,0.00492520792290575,0.00198383777775473,"3552/3569/3576/467",4
"umls:C0948380","umls:C0948380","Colorectal cancer metastatic","4/41","186/17381",0.000943718978425251,0.00492520792290575,0.00198383777775473,"3569/1956/3576/1843",4
"umls:C0039614","umls:C0039614","Tetanus","3/41","82/17381",0.000948039065358238,0.00493315903035968,0.00198704042576249,"3456/3569/10673",3
"umls:C0027708","umls:C0027708","Nephroblastoma","5/41","325/17381",0.000956184087659834,0.00494635991387668,0.00199235764522423,"1958/3569/11274/1956/467",5
"umls:C0042133","umls:C0042133","Uterine Fibroids","5/41","325/17381",0.000956184087659834,0.00494635991387668,0.00199235764522423,"1959/1958/1956/3576/467",5
"umls:C0019189","umls:C0019189","Hepatitis, Chronic","4/41","189/17381",0.00100150468626914,0.00507523990362865,0.0020442695637602,"3456/3552/3627/3569",4
"umls:C0020443","umls:C0020443","Hypercholesterolemia","4/41","189/17381",0.00100150468626914,0.00507523990362865,0.0020442695637602,"3552/3569/3576/467",4
"umls:C0003165","umls:C0003165","Anthracosis","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"3552/3569",2
"umls:C0011389","umls:C0011389","Dental Plaque","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"3552/3569",2
"umls:C0037933","umls:C0037933","Spinal Diseases","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"3552/3569",2
"umls:C0238013","umls:C0238013","invasive aspergillosis","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"5806/3627",2
"umls:C1832588","umls:C1832588","Chromosome 11p11.2 Deletion Syndrome","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"3569/10673",2
"umls:C3178801","umls:C3178801","Stroke, Lacunar","2/41","20/17381",0.00100411492424399,0.00507523990362865,0.0020442695637602,"3552/3569",2
"umls:C0005411","umls:C0005411","Biliary Atresia","3/41","84/17381",0.00101669437959771,0.00512413967317248,0.0020639660337698,"3627/3569/3576",3
"umls:C0016059","umls:C0016059","Fibrosis","4/41","191/17381",0.0010413865608026,0.00523363502352076,0.00210806996113887,"1958/3569/1956/3576",4
"umls:C0020542","umls:C0020542","Pulmonary Hypertension","5/41","333/17381",0.00106579744215979,0.00534109854536893,0.00215135548282852,"3552/1958/3569/3725/3576",5
"umls:C0008354","umls:C0008354","Cholera","3/41","86/17381",0.00108842339200724,0.00540839116479092,0.00217846045842814,"3569/1956/3576",3
"umls:C0026918","umls:C0026918","Mycobacterium Infections","3/41","86/17381",0.00108842339200724,0.00540839116479092,0.00217846045842814,"6373/3569/3576",3
"umls:C0031069","umls:C0031069","Familial Mediterranean Fever","3/41","86/17381",0.00108842339200724,0.00540839116479092,0.00217846045842814,"3552/3569/3576",3
"umls:C0010276","umls:C0010276","Craniopharyngioma","2/41","21/17381",0.00110815522109004,0.00546556248107947,0.00220148864705134,"3569/1956",2
"umls:C1384600","umls:C1384600","Systemic onset juvenile chronic arthritis","2/41","21/17381",0.00110815522109004,0.00546556248107947,0.00220148864705134,"3552/3569",2
"umls:C0037286","umls:C0037286","Skin Neoplasms","5/41","336/17381",0.00110922413164765,0.00546556248107947,0.00220148864705134,"3456/3552/3569/1956/3576",5
"umls:C1318485","umls:C1318485","Liver regeneration disorder","3/41","87/17381",0.00112545701580353,0.00553010076846082,0.00222748419782256,"1958/3569/1956",3
"umls:C0034885","umls:C0034885","Rectal Neoplasms","3/41","88/17381",0.00116327873055255,0.00568427612380803,0.0022895849048636,"3569/1956/3576",3
"umls:C0040822","umls:C0040822","Tremor","3/41","88/17381",0.00116327873055255,0.00568427612380803,0.0022895849048636,"1959/3569/3576",3
"umls:C0278488","umls:C0278488","Carcinoma breast stage IV","5/41","342/17381",0.00120001385518443,0.00583439220410783,0.00235005056556438,"5806/3569/1956/3576/467",5
"umls:C0011616","umls:C0011616","Contact Dermatitis","3/41","89/17381",0.0012018949770399,0.00583439220410783,0.00235005056556438,"3552/3576/1843",3
"umls:C0023492","umls:C0023492","Leukemia, T-Cell","5/41","343/17381",0.00121566629124264,0.00583439220410783,0.00235005056556438,"3552/3569/3725/3576/467",5
"umls:C0005138","umls:C0005138","Berylliosis","2/41","22/17381",0.00121715211514268,0.00583439220410783,0.00235005056556438,"3552/3569",2
"umls:C0041912","umls:C0041912","Upper Respiratory Infections","2/41","22/17381",0.00121715211514268,0.00583439220410783,0.00235005056556438,"3569/3576",2
"umls:C0263680","umls:C0263680","Chronic arthritis","2/41","22/17381",0.00121715211514268,0.00583439220410783,0.00235005056556438,"3552/1843",2
"umls:C0265306","umls:C0265306","Greig cephalopolysyndactyly syndrome","2/41","22/17381",0.00121715211514268,0.00583439220410783,0.00235005056556438,"3569/1956",2
"umls:C0155877","umls:C0155877","Allergic asthma","4/41","200/17381",0.00123478262905114,0.00590286329985421,0.0023776302228199,"4792/282618/3569/3576",4
"umls:C0339143","umls:C0339143","Thyroid associated opthalmopathies","3/41","90/17381",0.0012413121414475,0.00591803950679296,0.00238374308812821,"3552/3569/3576",3
"umls:C0263313","umls:C0263313","Pemphigus Foliaceus","2/41","23/17381",0.00133108279611184,0.00629498673549943,0.00253557467863833,"3569/10673",2
"umls:C0278512","umls:C0278512","Metastatic osteosarcoma","2/41","23/17381",0.00133108279611184,0.00629498673549943,0.00253557467863833,"29126/1956",2
"umls:C1322286","umls:C1322286","Thymoma, type C","2/41","23/17381",0.00133108279611184,0.00629498673549943,0.00253557467863833,"1958/1956",2
"umls:C0867389","umls:C0867389","Chronic graft-versus-host disease","3/41","93/17381",0.00136443219022677,0.00643545022342251,0.00259215234563205,"3552/3569/10673",3
"umls:C0206681","umls:C0206681","Adenocarcinoma, Clear Cell","3/41","94/17381",0.00140711580483758,0.00660146882907843,0.00265902342739464,"3569/3624/1956",3
"umls:C0699949","umls:C0699949","airway disease","3/41","94/17381",0.00140711580483758,0.00660146882907843,0.00265902342739464,"3569/3576/467",3
"umls:C0010403","umls:C0010403","Cryoglobulinemia","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3627/10673",2
"umls:C0030246","umls:C0030246","Pustulosis of Palms and Soles","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3569/3576",2
"umls:C0033581","umls:C0033581","prostatitis","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3569/3576",2
"umls:C0600040","umls:C0600040","Chronic interstitial cystitis","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3569/3576",2
"umls:C0679247","umls:C0679247","Terminal illness","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3569/29126",2
"umls:C0702166","umls:C0702166","Acne","2/41","24/17381",0.00144992452920115,0.00669546300919067,0.00269688359661278,"3552/3569",2
"umls:C0026640","umls:C0026640","Mouth Neoplasms","4/41","210/17381",0.00147778603800913,0.0068063043630499,0.00274152968436489,"3552/3569/1956/3576",4
"umls:C0024419","umls:C0024419","Waldenstrom Macroglobulinemia","3/41","96/17381",0.00149498521348118,0.00686758832442915,0.00276621441639198,"4792/3569/10673",3
"umls:C0011991","umls:C0011991","Diarrhea","4/41","213/17381",0.00155675707821816,0.00713277788565413,0.00287303083471568,"3552/3569/1956/3576",4
"umls:C0002873","umls:C0002873","Anemia of chronic disease","2/41","25/17381",0.00157365465489252,0.00715445054440826,0.0028817604233653,"6373/3569",2
"umls:C0035450","umls:C0035450","Rheumatoid Nodule","2/41","25/17381",0.00157365465489252,0.00715445054440826,0.0028817604233653,"3552/29126",2
"umls:C0036472","umls:C0036472","Scrub Typhus","2/41","25/17381",0.00157365465489252,0.00715445054440826,0.0028817604233653,"3569/3725",2
"umls:C0856169","umls:C0856169","Endothelial dysfunction","4/41","216/17381",0.00163862950528104,0.00743070037870373,0.00299303183889785,"5806/4792/3569/3576",4
"umls:C0853879","umls:C0853879","Invasive breast carcinoma","5/41","369/17381",0.0016784018564346,0.0075833985090852,0.0030545375305123,"3569/3725/1956/3576/5966",5
"umls:C0023787","umls:C0023787","Lipodystrophy","3/41","100/17381",0.00168090068993895,0.0075833985090852,0.0030545375305123,"3552/3569/3576",3
"umls:C0038363","umls:C0038363","Aphthous Stomatitis","2/41","26/17381",0.00170225058873129,0.00764063623033586,0.00307759246656923,"3552/3569",2
"umls:C0079298","umls:C0079298","Epidermolysis Bullosa Simplex","2/41","26/17381",0.00170225058873129,0.00764063623033586,0.00307759246656923,"3569/3576",2
"umls:C0023524","umls:C0023524","Leukoencephalopathy, Progressive Multifocal","3/41","101/17381",0.00172953407258158,0.00774339620313174,0.00311898343305521,"3456/3627/1958",3
"umls:C0007114","umls:C0007114","Malignant neoplasm of skin","4/41","221/17381",0.00178168311434851,0.00795668104736906,0.003204893010487,"3627/3725/1956/467",4
"umls:C0024205","umls:C0024205","Lymphadenitis","2/41","27/17381",0.00183568982111194,0.00814031913524658,0.00327886109099621,"3627/3576",2
"umls:C0162359","umls:C0162359","Christ-Siemens-Touraine syndrome","2/41","27/17381",0.00183568982111194,0.00814031913524658,0.00327886109099621,"4792/1956",2
"umls:C0008479","umls:C0008479","Chondrosarcoma","4/41","223/17381",0.00184126266154387,0.00814031913524658,0.00327886109099621,"3569/3624/1956/3576",4
"umls:C0238461","umls:C0238461","Anaplastic thyroid carcinoma","4/41","223/17381",0.00184126266154387,0.00814031913524658,0.00327886109099621,"3620/3627/3569/1956",4
"umls:C0035455","umls:C0035455","Rhinitis","3/41","104/17381",0.00188069726641455,0.00829387494488815,0.00334071224955215,"3552/7128/1956",3
"umls:C0025500","umls:C0025500","Mesothelioma","5/41","381/17381",0.00193096282636571,0.0084943102885514,0.00342144614200513,"3456/3552/1958/3569/1956",5
"umls:C0035328","umls:C0035328","Retinal Vein Occlusion","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"3569/3576",2
"umls:C0035690","umls:C0035690","RNA Virus Infections","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"3456/23586",2
"umls:C0206114","umls:C0206114","Periodontal Attachment Loss","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"3552/3569",2
"umls:C0273115","umls:C0273115","Lung Injury","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"4792/3569",2
"umls:C0483368","umls:C0483368","Human anaplasmosis due to Anaplasma phagocytophilum","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"3569/3576",2
"umls:C1314694","umls:C1314694","Astrocytoma, low grade","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"1956/3576",2
"umls:C2316212","umls:C2316212","Cryopyrin-Associated Periodic Syndromes","2/41","28/17381",0.00197394991706436,0.00853443052377826,0.00343760627971734,"3552/3569",2
"umls:C0031154","umls:C0031154","Peritonitis","3/41","106/17381",0.0019859149511811,0.00854427798508161,0.00344157276520473,"3569/3576/1843",3
"umls:C0940937","umls:C0940937","precancerous lesions","3/41","106/17381",0.0019859149511811,0.00854427798508161,0.00344157276520473,"3552/1956/3576",3
"umls:C0262584","umls:C0262584","Carcinoma, Small Cell","3/41","108/17381",0.00209473806053064,0.0089687328611069,0.00361254008906024,"29126/1956/3576",3
"umls:C0566602","umls:C0566602","Primary sclerosing cholangitis","3/41","108/17381",0.00209473806053064,0.0089687328611069,0.00361254008906024,"3552/3569/1956",3
"umls:C0017639","umls:C0017639","Gliosis","2/41","29/17381",0.00211700851604066,0.00899856149950777,0.00362455484674051,"3627/1956",2
"umls:C0034341","umls:C0034341","Pyruvate Carboxylase Deficiency Disease","2/41","29/17381",0.00211700851604066,0.00899856149950777,0.00362455484674051,"3569/1956",2
"umls:C0041228","umls:C0041228","African Trypanosomiasis","2/41","29/17381",0.00211700851604066,0.00899856149950777,0.00362455484674051,"3627/3569",2
"umls:C0002895","umls:C0002895","Anemia, Sickle Cell","4/41","232/17381",0.00212658946477635,0.00901755724967664,0.00363220619616406,"1958/3569/3725/3576",4
"umls:C0007117","umls:C0007117","Basal cell carcinoma","3/41","109/17381",0.00215051523183766,0.0090753800692862,0.00365549680556641,"3569/1956/3576",3
"umls:C1658953","umls:C1658953","tumor vasculature","3/41","109/17381",0.00215051523183766,0.0090753800692862,0.00365549680556641,"3456/3627/3569",3
"umls:C0007133","umls:C0007133","Carcinoma, Papillary","4/41","233/17381",0.00216007273173375,0.00909395775364759,0.00366297976113625,"3552/3569/1956/1843",4
"umls:C0023443","umls:C0023443","Hairy Cell Leukemia","3/41","110/17381",0.00220720995841325,0.00927028182533565,0.00373400180934572,"3552/3569/3576",3
"umls:C0006277","umls:C0006277","Bronchitis","2/41","30/17381",0.00226484333170256,0.00940043208734896,0.00378642538427053,"1956/3576",2
"umls:C0032273","umls:C0032273","Pneumoconiosis","2/41","30/17381",0.00226484333170256,0.00940043208734896,0.00378642538427053,"3552/3569",2
"umls:C0036420","umls:C0036420","Localized scleroderma","2/41","30/17381",0.00226484333170256,0.00940043208734896,0.00378642538427053,"3569/3576",2
"umls:C0038160","umls:C0038160","Staphylococcal Infections","2/41","30/17381",0.00226484333170256,0.00940043208734896,0.00378642538427053,"1956/3576",2
"umls:C0205969","umls:C0205969","Thymic Carcinoma","2/41","30/17381",0.00226484333170256,0.00940043208734896,0.00378642538427053,"1958/1956",2
"umls:C2745900","umls:C2745900","Promyelocytic leukemia","4/41","238/17381",0.00233298298950457,0.00966052111146963,0.00389118734350281,"3627/1956/3576/10673",4
"umls:C0338106","umls:C0338106","Adenocarcinoma of colon","4/41","240/17381",0.0024047488172473,0.00993437216305441,0.00400149254688013,"3552/3569/3725/1956",4
"umls:C0001144","umls:C0001144","Acne Vulgaris","2/41","31/17381",0.00241743215170927,0.00994021052590946,0.0040038441967949,"3552/3569",2
"umls:C1168198","umls:C1168198","Recurrent respiratory papillomatosis","2/41","31/17381",0.00241743215170927,0.00994021052590946,0.0040038441967949,"29126/6364",2
"umls:C0178468","umls:C0178468","Autoimmune thyroid disease","3/41","114/17381",0.00244326960333907,0.0100230873960235,0.00403722639474632,"3627/7128/3569",3
"umls:C0027022","umls:C0027022","Myeloproliferative disease","4/41","243/17381",0.00251523568376271,0.0102943752811077,0.00414649917337851,"4792/1958/3576/5966",4
"umls:C0005944","umls:C0005944","Metabolic Bone Disorder","2/41","32/17381",0.00257475283750606,0.0104410666789901,0.00420558539701534,"3552/3569",2
"umls:C0028880","umls:C0028880","Odontogenic Tumors","2/41","32/17381",0.00257475283750606,0.0104410666789901,0.00420558539701534,"3552/3569",2
"umls:C0035228","umls:C0035228","Respiratory Hypersensitivity","2/41","32/17381",0.00257475283750606,0.0104410666789901,0.00420558539701534,"3552/3569",2
"umls:C1275126","umls:C1275126","TNF receptor-associated periodic fever syndrome (TRAPS)","2/41","32/17381",0.00257475283750606,0.0104410666789901,0.00420558539701534,"3569/3576",2
"umls:C0039590","umls:C0039590","Testicular Neoplasms","3/41","118/17381",0.00269442501276586,0.0109012975287132,0.00439096302176957,"3552/3624/1956",3
"umls:C0011206","umls:C0011206","Delirium","2/41","33/17381",0.00273678332411318,0.0109720131448537,0.00441944675544592,"3569/3576",2
"umls:C0031094","umls:C0031094","Periodontal Pocket","2/41","33/17381",0.00273678332411318,0.0109720131448537,0.00441944675544592,"3552/3569",2
"umls:C1332153","umls:C1332153","Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome","2/41","33/17381",0.00273678332411318,0.0109720131448537,0.00441944675544592,"1958/3576",2
"umls:C1527408","umls:C1527408","Rectal Tumors","2/41","33/17381",0.00273678332411318,0.0109720131448537,0.00441944675544592,"1956/3576",2
"umls:C0004238","umls:C0004238","Atrial Fibrillation","3/41","120/17381",0.00282576371484007,0.011277482337054,0.00454248751492509,"3552/3569/3576",3
"umls:C0023827","umls:C0023827","liposarcoma","3/41","120/17381",0.00282576371484007,0.011277482337054,0.00454248751492509,"5806/3725/29126",3
"umls:C0153381","umls:C0153381","Malignant neoplasm of mouth","5/41","418/17381",0.00288628411765683,0.0113817263500688,0.00458447624197187,"4792/3569/29126/1956/3576",5
"umls:C0003855","umls:C0003855","Arteriovenous fistula","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"5806/3569",2
"umls:C0010481","umls:C0010481","Cushing Syndrome","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3569/3576",2
"umls:C0025295","umls:C0025295","Meningitis, Pneumococcal","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3552/3569",2
"umls:C0042510","umls:C0042510","Ventricular Fibrillation","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3569/3576",2
"umls:C0153382","umls:C0153382","Malignant neoplasm of oropharynx","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3552/1956",2
"umls:C0155862","umls:C0155862","Streptococcal pneumonia","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3569/3576",2
"umls:C0278838","umls:C0278838","Prostate cancer recurrent","2/41","34/17381",0.00290350161991552,0.0113817263500688,0.00458447624197187,"3569/1956",2
"umls:C0020459","umls:C0020459","Hyperinsulinism","4/41","255/17381",0.00299226380767789,0.0117036659794763,0.00471415117325844,"3552/4792/3569/3576",4
"umls:C0014378","umls:C0014378","Enterovirus Infections","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"3627/3576",2
"umls:C0014661","umls:C0014661","Equine Infectious Anemia","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"3552/3569",2
"umls:C0026780","umls:C0026780","Mumps","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"3456/3569",2
"umls:C0032533","umls:C0032533","Polymyalgia Rheumatica","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"3552/3569",2
"umls:C0035457","umls:C0035457","Rhinitis, Allergic, Perennial","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"1958/3576",2
"umls:C0409957","umls:C0409957","Osteoarthritis of distal interphalangeal joint","2/41","35/17381",0.0030748858064527,0.0118689246446008,0.00478071615652556,"3552/3569",2
"umls:C0036982","umls:C0036982","Shock, Hemorrhagic","2/41","36/17381",0.00325091403820974,0.0124395062112841,0.00501054224407255,"3552/3569",2
"umls:C0280220","umls:C0280220","stage, ovarian epithelial cancer","2/41","36/17381",0.00325091403820974,0.0124395062112841,0.00501054224407255,"3569/3576",2
"umls:C0476273","umls:C0476273","Respiratory distress","2/41","36/17381",0.00325091403820974,0.0124395062112841,0.00501054224407255,"3552/1956",2
"umls:C0677659","umls:C0677659","Gastro-esophageal reflux disease with esophagitis","2/41","36/17381",0.00325091403820974,0.0124395062112841,0.00501054224407255,"3569/3576",2
"umls:C0278996","umls:C0278996","Cancer of Head and Neck","5/41","430/17381",0.0032591782732672,0.012444135225202,0.00501240677706849,"3569/3725/1956/3576/5966",5
"umls:C0029443","umls:C0029443","Osteomyelitis","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"3552/3569",2
"umls:C0030201","umls:C0030201","Pain, Postoperative","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"3552/3569",2
"umls:C0085083","umls:C0085083","Ovarian Hyperstimulation Syndrome","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"3569/3576",2
"umls:C0263746","umls:C0263746","Osteoarthritis of the hand","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"3552/3569",2
"umls:C0276623","umls:C0276623","Chronic viral hepatitis","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"3627/282618",2
"umls:C1292754","umls:C1292754","Mediastinal (Thymic) Large B-Cell Lymphoma","2/41","37/17381",0.00343156454240831,0.0128902699044216,0.00519210656730191,"29126/5966",2
"umls:C0027404","umls:C0027404","Narcolepsy","4/41","265/17381",0.0034344823441486,0.0128902699044216,0.00519210656730191,"3552/29126/3576/4600",4
"umls:C3811653","umls:C3811653","Experimental Organism Basal Cell Carcinoma","4/41","265/17381",0.0034344823441486,0.0128902699044216,0.00519210656730191,"3569/3725/1956/3576",4
"umls:C0032962","umls:C0032962","Pregnancy Complications","3/41","129/17381",0.00346549893379432,0.0129790660705163,0.00522787301443997,"5806/3569/1956",3
"umls:C0009447","umls:C0009447","Common Variable Immunodeficiency","3/41","130/17381",0.00354159279558692,0.0132359527360494,0.00533134508702312,"3552/3569/10673",3
"umls:C0019372","umls:C0019372","Herpesviridae Infections","2/41","38/17381",0.00361681561879845,0.0134034931755472,0.00539882915234178,"3569/3576",2
"umls:C0022568","umls:C0022568","Keratitis","2/41","38/17381",0.00361681561879845,0.0134034931755472,0.00539882915234178,"3569/3576",2
"umls:C0037928","umls:C0037928","Spinal Cord Diseases","2/41","38/17381",0.00361681561879845,0.0134034931755472,0.00539882915234178,"3569/3576",2
"umls:C0278498","umls:C0278498","Malignant neoplasm of stomach stage IV","2/41","38/17381",0.00361681561879845,0.0134034931755472,0.00539882915234178,"1959/1956",2
"umls:C0005695","umls:C0005695","Bladder Neoplasm","5/41","442/17381",0.00366581676040945,0.013556605378118,0.0054605016292097,"3552/3569/29126/1956/3576",5
"umls:C0015397","umls:C0015397","Disorder of eye","3/41","133/17381",0.00377600395357429,0.0139057849146243,0.00560114859611613,"3627/282616/3576",3
"umls:C0220650","umls:C0220650","Metastatic malignant neoplasm to brain","3/41","133/17381",0.00377600395357429,0.0139057849146243,0.00560114859611613,"5806/1956/3576",3
"umls:C0035869","umls:C0035869","Rotavirus Infections","2/41","39/17381",0.0038066456394509,0.013931375327783,0.00561145622762472,"3725/3576",2
"umls:C0280280","umls:C0280280","stage, prostate cancer","2/41","39/17381",0.0038066456394509,0.013931375327783,0.00561145622762472,"1958/3569",2
"umls:C3665419","umls:C3665419","Intracranial glioma","2/41","39/17381",0.0038066456394509,0.013931375327783,0.00561145622762472,"3569/1956",2
"umls:C0015672","umls:C0015672","Fatigue","3/41","134/17381",0.00385619841190503,0.0140544090880175,0.00566101332761178,"3456/3569/3576",3
"umls:C0333307","umls:C0333307","Superficial ulcer","3/41","134/17381",0.00385619841190503,0.0140544090880175,0.00566101332761178,"3552/3627/3576",3
"umls:C0031117","umls:C0031117","Peripheral Neuropathy","5/41","449/17381",0.00391927864401333,0.0142548608825557,0.00574175384635702,"1959/3569/3725/1956/467",5
"umls:C1861172","umls:C1861172","Venous Thromboembolism","3/41","135/17381",0.00393742856966522,0.0142914074010071,0.00575647451705441,"3552/91543/3569",3
"umls:C0008373","umls:C0008373","Cholesteatoma","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3552/1956",2
"umls:C0009917","umls:C0009917","Contracture","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3552/3576",2
"umls:C0021846","umls:C0021846","Intestinal Polyps","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3725/1956",2
"umls:C0022650","umls:C0022650","Kidney Calculi","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3552/3569",2
"umls:C0155094","umls:C0155094","Corneal pannus","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3552/3576",2
"umls:C1518296","umls:C1518296","Neuropathogenesis","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3620/3627",2
"umls:C2718067","umls:C2718067","Alcoholic Steatohepatitis","2/41","40/17381",0.00400103304854992,0.0143160695692537,0.0057664082582923,"3627/3569",2
"umls:C0002940","umls:C0002940","Aneurysm","3/41","137/17381",0.00410301246744534,0.0146512428999465,0.005901413627798,"1958/3569/3576",3
"umls:C0008497","umls:C0008497","Choriocarcinoma","4/41","279/17381",0.00412577810928649,0.0146731302112528,0.00591022967692781,"3569/3437/1956/3576",4
"umls:C0032584","umls:C0032584","polyps","4/41","279/17381",0.00412577810928649,0.0146731302112528,0.00591022967692781,"1958/3569/3725/1956",4
"umls:C0007113","umls:C0007113","Rectal Carcinoma","4/41","280/17381",0.00417849861394023,0.0147878703051844,0.00595644614870478,"3569/6364/1956/3576",4
"umls:C3539878","umls:C3539878","Triple Negative Breast Neoplasms","5/41","456/17381",0.00418513428135793,0.0147878703051844,0.00595644614870478,"3569/29126/1956/3576/94240",5
"umls:C0007121","umls:C0007121","Bronchogenic Carcinoma","2/41","41/17381",0.00419995636218673,0.0147878703051844,0.00595644614870478,"3569/1956",2
"umls:C0018081","umls:C0018081","Gonorrhea","2/41","41/17381",0.00419995636218673,0.0147878703051844,0.00595644614870478,"3569/3576",2
"umls:C0027873","umls:C0027873","Neuromyelitis Optica","2/41","41/17381",0.00419995636218673,0.0147878703051844,0.00595644614870478,"3456/3569",2
"umls:C0278701","umls:C0278701","Gastric Adenocarcinoma","4/41","284/17381",0.00439395603408022,0.015381361015094,0.00619549987181554,"3569/29126/1956/3576",4
"umls:C0037199","umls:C0037199","Sinusitis","2/41","42/17381",0.00440339416815334,0.015381361015094,0.00619549987181554,"3552/7128",2
"umls:C0041834","umls:C0041834","Erythema","2/41","42/17381",0.00440339416815334,0.015381361015094,0.00619549987181554,"3552/3569",2
"umls:C0272138","umls:C0272138","Erythroblastosis","2/41","42/17381",0.00440339416815334,0.015381361015094,0.00619549987181554,"3725/1956",2
"umls:C0027962","umls:C0027962","Melanocytic nevus","3/41","141/17381",0.00444678754312587,0.0155022395772214,0.00624418887374654,"3569/1956/3576",3
"umls:C0162565","umls:C0162565","Acute intermittent porphyria","2/41","43/17381",0.00461132512573711,0.0160125541767722,0.0064497398671209,"1956/10673",2
"umls:C1519666","umls:C1519666","Tumor-Associated Vasculature","2/41","43/17381",0.00461132512573711,0.0160125541767722,0.0064497398671209,"1956/467",2
"umls:C0020507","umls:C0020507","Hyperplasia","3/41","143/17381",0.00462504171319327,0.0160286317918918,0.00645621581306061,"7128/1956/10673",3
"umls:C1378703","umls:C1378703","Renal carcinoma","5/41","471/17381",0.00479811645334193,0.0164904188588559,0.00664222027075292,"3620/1958/3569/29126/1956",5
"umls:C0004763","umls:C0004763","Barrett Esophagus","3/41","145/17381",0.00480758116266346,0.0164904188588559,0.00664222027075292,"3569/1956/3576",3
"umls:C0038354","umls:C0038354","Stomach Diseases","2/41","44/17381",0.00482372796551567,0.0164904188588559,0.00664222027075292,"3552/3576",2
"umls:C0038522","umls:C0038522","Subacute Sclerosing Panencephalitis","2/41","44/17381",0.00482372796551567,0.0164904188588559,0.00664222027075292,"3569/29126",2
"umls:C0153014","umls:C0153014","Non-arthropod borne lymphocytic choriomeningitis","2/41","44/17381",0.00482372796551567,0.0164904188588559,0.00664222027075292,"1959/23586",2
"umls:C0280803","umls:C0280803","Primary central nervous system lymphoma","2/41","44/17381",0.00482372796551567,0.0164904188588559,0.00664222027075292,"7128/10673",2
"umls:C0598894","umls:C0598894","Monocytic leukemia","2/41","44/17381",0.00482372796551567,0.0164904188588559,0.00664222027075292,"1958/3576",2
"umls:C0035335","umls:C0035335","Retinoblastoma","5/41","472/17381",0.00484114065140661,0.0165179344469657,0.00665330334867039,"3456/3569/29126/1956/467",5
